X,Y,concentration,wind_speed,wind_dir
1.275,2.125,0.80265,0.02621,144.92739
2.025,1.825,0.79795,0.02136,13.75653
1.825,1.975,0.79813,0.02953,77.84156
1.825,1.875,0.79766,0.02718,59.5569
1.925,2.175,0.80414,0.04494,111.82745
1.975,2.125,0.80167,0.07769,89.99263
2.375,1.925,0.8007,0.0462,144.43493
2.675,2.175,0.8179,0.07415,142.27547
2.625,2.025,0.80415,0.09017,151.03303
2.525,1.975,0.80283,0.09024,147.47573
2.325,2.075,0.80321,0.06836,130.71676
2.825,2.175,0.81595,0.06488,132.3325
2.875,2.075,0.80555,0.09214,144.97843
2.825,1.825,0.80286,0.06419,137.89203
2.975,2.175,0.81408,0.05884,106.09388
2.975,1.975,0.80496,0.09733,146.72465
3.825,2.175,0.84428,0.04036,128.54231
3.825,1.975,0.80839,0.03953,124.18454
3.425,1.825,0.80224,0.07463,130.14665
3.325,2.175,0.85137,0.0626,164.51851
3.525,2.125,0.81155,0.05123,133.18094
3.975,1.825,0.80085,0.0364,116.30459
4.175,2.175,0.92582,0.01715,153.36025
4.225,2.175,0.93047,0.01674,156.74299
4.075,2.225,0.92348,0.02375,146.20958
4.275,2.175,0.94058,0.01401,176.68636
4.725,1.875,0.95528,0.02253,289.44003
4.575,1.875,0.93072,0.01438,279.64569
4.575,1.925,0.94939,0.01591,270.46815
4.875,1.975,0.97469,0.03526,288.3476
4.625,1.875,0.94123,0.01766,282.16275
4.975,1.875,0.96509,0.04849,305.10914
5.025,1.925,0.96658,0.0465,299.03426
5.425,2.025,0.78207,0.01338,318.4838
5.475,2.075,0.77336,0.01098,75.97642
5.325,1.925,0.80574,0.01169,271.22513
0.475,2.575,0.80899,0.02287,141.03497
0.125,2.575,0.80919,0.01413,102.00979
0.525,2.475,0.80796,0.02895,156.1882
0.025,2.325,0.80673,0.00427,110.00605
0.025,2.675,0.80854,0.02699,88.11065
1.075,2.425,0.82249,0.03005,186.3044
0.725,2.525,0.81419,0.03182,141.14896
0.875,2.275,0.80614,0.04541,159.51779
0.925,2.525,0.82163,0.01917,158.17085
0.775,2.525,0.81565,0.02961,140.86578
1.475,2.275,0.81726,0.04271,203.99654
1.125,2.475,0.82962,0.01167,222.60394
1.475,2.625,0.8317,0.04884,346.89987
1.225,2.375,0.82548,0.03583,200.9491
1.375,2.675,0.83141,0.0487,348.37857
1.825,2.275,0.82135,0.04248,188.33802
2.175,2.475,5.73207,0.03653,133.14738
1.925,2.575,0.84083,0.03672,335.87115
1.675,2.675,0.83168,0.05374,341.05259
2.075,2.475,1.39426,0.02221,179.27771
2.375,2.325,2.47962,0.09456,120.10336
2.675,2.525,0.86918,0.06613,114.31703
2.475,2.625,1.40874,0.0882,91.23435
2.475,2.275,0.9866,0.08552,136.89526
2.625,2.275,0.82376,0.06528,141.06195
3.175,2.575,0.90132,0.02841,222.93169
2.975,2.425,0.88547,0.00838,121.58511
2.875,2.475,0.88109,0.03262,127.46363
2.875,2.525,0.8846,0.02979,211.43868
3.175,2.475,0.90341,0.03736,239.05466
3.325,2.575,0.90889,0.0295,163.80117
